annual_id,annual_year,asset_zmt,debt_amt,owner_equity_toatal,opt_income_total,profit_total,net_profit,tax_total,pripid,uni_social_crd_cd,comp_nm
9c2096cdacb74d02af09e160070c16cb,2022,107000,11172,95828,9107,8219,5250,82,330282MA2EJKG383,92330282MA2EJKG383,慈溪市古塘阿珊工艺品店
9629468a89804c6e859e35c0fb6bc4b5,2023,79000,15941,63059,17706,23327,19542,233,330282MA2EJKG383,92330282MA2EJKG383,慈溪市古塘阿珊工艺品店
11e4bec2c42f40079b1c41a432686919,2020,26307149,13224802,13082347,3565676,3287107,2763993,821777,330282MACDJY8E2C,91330282MACDJY8E2C,宁波琼玖商贸有限公司
ffbdac1e973847b19c47962290c71773,2021,18964261,6201373,12762888,-3168337,-1661806,-2021913,0,330282MACDJY8E2C,91330282MACDJY8E2C,宁波琼玖商贸有限公司
fb90cdb2c01f43c5b8c875da9cfa9908,2022,23765273,15987278,7777995,4183628,3766728,2722035,941682,330282MACDJY8E2C,91330282MACDJY8E2C,宁波琼玖商贸有限公司
ce422482e6374d08b9ab5b7efe2ef3a2,2023,19195184,9395581,9799603,4263579,3879537,2294736,969884,330282MACDJY8E2C,91330282MACDJY8E2C,宁波琼玖商贸有限公司
04536b3ef5e4494b935c8c649c6c5238,2020,92000,31510,60490,19500,17186,10272,172,330282MA283W6P40,92330282MA283W6P40,慈溪市胜山镇志育青春照相馆
b515f472f2ae47cb9882901cf69c0a84,2021,137000,51749,85251,43313,38780,23175,388,330282MA283W6P40,92330282MA283W6P40,慈溪市胜山镇志育青春照相馆
27669c8e5e1b42e598f74a43eae533e8,2022,148000,33484,114516,39484,35037,26025,350,330282MA283W6P40,92330282MA283W6P40,慈溪市胜山镇志育青春照相馆
09ea48f1e9ff42af9aee4f817ec8d8e1,2023,89000,17281,71719,17073,15423,9165,154,330282MA283W6P40,92330282MA283W6P40,慈溪市胜山镇志育青春照相馆
84e9ab52e3574ce0b8633c1bdbdb41dc,2020,201278316,118818469,82459847,17303264,15686138,11134065,3921534,330282MA2GT9ER8C,91330282MA2GT9ER8C,浙江唐越青瓷有限公司
de2827a6bd494aa6b6644786e0a97764,2021,164388922,58300372,106088550,-38169823,-1770198,-2124150,0,330282MA2GT9ER8C,91330282MA2GT9ER8C,浙江唐越青瓷有限公司
4f6508cfecf74866b7a28085219acd99,2022,282810993,127571638,155239355,52581250,83325795,83317173,20831449,330282MA2GT9ER8C,91330282MA2GT9ER8C,浙江唐越青瓷有限公司
15f6b8bd3fed4a4d96ccea67187689c3,2023,191812996,60870602,130942394,27148739,26796790,24433863,6699198,330282MA2GT9ER8C,91330282MA2GT9ER8C,浙江唐越青瓷有限公司
b8c8bc9c5b8d45feb2ad0b64bccb41c7,2020,140000,20087,119913,21604,20458,15783,205,330282MA2H8GP61W,92330282MA2H8GP61W,慈溪市梦燕来足浴店
9451ce3f3f3c4b7ea38aab4abf08a804,2021,139000,26305,112695,-21593,-25453,-32541,0,330282MA2H8GP61W,92330282MA2H8GP61W,慈溪市梦燕来足浴店
91eb2dadfdcd4b9f890974fb5b0f25b9,2022,92000,17857,74143,-10691,-11646,-14262,0,330282MA2H8GP61W,92330282MA2H8GP61W,慈溪市梦燕来足浴店
7d58eb3cde0e46c5bb076016baf17096,2023,133000,46859,86141,41313,35817,22767,358,330282MA2H8GP61W,92330282MA2H8GP61W,慈溪市梦燕来足浴店
071a72be177f4a3c9bab46bad6cd1a30,2020,103000,17404,85596,9485,9018,7398,90,330282MA2EHPJR64,92330282MA2EHPJR64,慈溪市坎墩新华棉布店
a1ca473324f24f86b9b58085d7f7a0cb,2021,145000,37884,107116,34263,30970,18459,310,330282MA2EHPJR64,92330282MA2EHPJR64,慈溪市坎墩新华棉布店
88b74afac9234fc3ab1d8847e1a17e3f,2022,111000,20520,90480,11728,9488,3516,95,330282MA2EHPJR64,92330282MA2EHPJR64,慈溪市坎墩新华棉布店
92dd71026cc74ce7a6921b3a32a1e9ff,2023,136000,33533,102467,14409,8724,-3084,87,330282MA2EHPJR64,92330282MA2EHPJR64,慈溪市坎墩新华棉布店
b5db5b63c004465bbcd5a473df438d50,2020,14222457,9467932,4754525,4091185,3761016,1836069,940254,330282071475652X,91330282071475652X,慈溪市佳德艺术品有限公司
7e55676869d8494fa2a87ddffd3bda0b,2021,14568228,7890375,6677853,-46748,-11044,-14928,0,330282071475652X,91330282071475652X,慈溪市佳德艺术品有限公司
3e4582b56775481bb7fb1c8fdf98f57b,2022,20912629,10840418,10072211,2493290,2172047,1364508,543012,330282071475652X,91330282071475652X,慈溪市佳德艺术品有限公司
01c79505ca4c4735b61a560e61237f07,2023,29975851,15073297,14902554,226166,203252,136323,50813,330282071475652X,91330282071475652X,慈溪市佳德艺术品有限公司
b44855bd25de4b5796fa43a4bcf1264a,2020,375441,40258,335183,4918,4676,4185,47,330282MABY6THG90,92330282MABY6THG90,慈溪市浒山胜耀修脚店
2a3f88d3f66a4c8cba009beef6fdcd8d,2021,225382,63730,161652,8601,7910,5580,79,330282MABY6THG90,92330282MABY6THG90,慈溪市浒山胜耀修脚店
a98337e0cba34a398a3e7273de265f9e,2022,396975,112472,284503,57333,51685,32514,517,330282MABY6THG90,92330282MABY6THG90,慈溪市浒山胜耀修脚店
95e90b53ac2645d693726ed149c4dceb,2023,311854,67664,244190,1325,1287,957,13,330282MABY6THG90,92330282MABY6THG90,慈溪市浒山胜耀修脚店
0f2a5b45256643f8b8778dd8f74c69de,2020,10071091,4851239,5219852,3536475,2765517,1060941,691379,330282MA2J74J40J,91330282MA2J74J40J,慈溪市溪舍装饰设计有限公司
0a87c694fd494fa5a96a0d65ab112e44,2021,9977730,2999534,6978196,-787457,-448066,-500304,0,330282MA2J74J40J,91330282MA2J74J40J,慈溪市溪舍装饰设计有限公司
9abea9e7a6974c2c881911427723b287,2022,9008790,3392626,5616164,564181,531687,403743,132922,330282MA2J74J40J,91330282MA2J74J40J,慈溪市溪舍装饰设计有限公司
fe01668f72234537b67b214acfb17dc1,2023,7539550,3495464,4044086,90880,72929,34371,18232,330282MA2J74J40J,91330282MA2J74J40J,慈溪市溪舍装饰设计有限公司
a67df2c906244addbfce2021a5a0dfc4,2020,607517,73133,534384,236564,235963,233955,58991,330282MA2H5HEX9D,91330282MA2H5HEX9D,慈溪市陆小鹿甜心舞蹈培训有限公司
6c21a0b7586b4423ba93c639c1a5258b,2021,1167248,425816,741432,162610,155393,125463,38848,330282MA2H5HEX9D,91330282MA2H5HEX9D,慈溪市陆小鹿甜心舞蹈培训有限公司
ee9b42b380be45aeb689c2c4bd994642,2022,1028977,279840,749137,315246,295803,205152,73951,330282MA2H5HEX9D,91330282MA2H5HEX9D,慈溪市陆小鹿甜心舞蹈培训有限公司
7b128027c8a64cbb90336d49e9406ec8,2023,656918,122363,534555,-129486,-49419,-69624,0,330282MA2H5HEX9D,91330282MA2H5HEX9D,慈溪市陆小鹿甜心舞蹈培训有限公司
2e0e421dded64f7d9344dd5d1ae44d29,2020,5012395,2364573,2647822,768951,1642053,1632915,16421,330282MA2J6P105U,92330282MA2J6P105U,慈溪颖诺化妆品店
13be1c15387740f48307b30616b34a18,2021,1792048,1041468,750580,498057,389542,-224658,3895,330282MA2J6P105U,92330282MA2J6P105U,慈溪颖诺化妆品店
719b2655c4fd487190cee7593a6f8074,2022,4876702,1643013,3233689,567925,545552,394659,5456,330282MA2J6P105U,92330282MA2J6P105U,慈溪颖诺化妆品店
b02c19a3fbd14eb0b61fdcad108f3185,2023,4703002,1496760,3206242,1472491,1447859,1325241,14479,330282MA2J6P105U,92330282MA2J6P105U,慈溪颖诺化妆品店
aa8159a948944534bcb59c07f5d87f27,2020,7755298,2333371,5421927,-26815,-30623,-38322,0,330282MAD0B08E6B,92330282MAD0B08E6B,慈溪市驿心餐饮店
f8acbc6cc36e4f1dbd77743a89b78457,2021,4948119,1155713,3792406,1889535,1777260,1185267,17773,330282MAD0B08E6B,92330282MAD0B08E6B,慈溪市驿心餐饮店
129904ae5bf7447bb4ad859ae92e1b8f,2022,6780346,2314931,4465415,3795499,1483720,-3119811,14837,330282MAD0B08E6B,92330282MAD0B08E6B,慈溪市驿心餐饮店
d329bf448d7e4ff28cd1e3ea243a4689,2023,7816933,2235293,5581640,214436,392088,386982,3921,330282MAD0B08E6B,92330282MAD0B08E6B,慈溪市驿心餐饮店
c1c3e3f013e249a693278470ca1de903,2020,148000,21385,126615,1613,6183,2943,62,330282MA2EK7YQ0G,92330282MA2EK7YQ0G,慈溪市坎墩洁净浴室
fdc77d5e61c7480281ff8aaeb3605bf9,2021,110000,29386,80614,42974,39676,27384,397,330282MA2EK7YQ0G,92330282MA2EK7YQ0G,慈溪市坎墩洁净浴室
43c557695a93459387a74793fcb0ed7d,2022,73000,23293,49707,30361,28524,16122,285,330282MA2EK7YQ0G,92330282MA2EK7YQ0G,慈溪市坎墩洁净浴室
43bc1724228e4580b6c5cffbef4ea75a,2023,110000,27147,82853,-502,-196,-237,0,330282MA2EK7YQ0G,92330282MA2EK7YQ0G,慈溪市坎墩洁净浴室
e3ebdc34a7594c9789d629ce52b4f223,2020,1049198,335619,713579,16747,15328,12132,153,330201MACYKAQU7R,92330201MACYKAQU7R,宁波前湾新区和气棋牌室
86cf37d8629a4b7e883f620a1f4af56a,2021,1356670,760582,596088,59209,50831,27921,508,330201MACYKAQU7R,92330201MACYKAQU7R,宁波前湾新区和气棋牌室
c57d1a649dcd458cba40b267e74faec3,2022,1361609,783958,577651,-229962,-114591,-140445,0,330201MACYKAQU7R,92330201MACYKAQU7R,宁波前湾新区和气棋牌室
505dd2cbcf384e40815432f3799c2208,2023,884336,179868,704468,-74045,-33113,-39120,0,330201MACYKAQU7R,92330201MACYKAQU7R,宁波前湾新区和气棋牌室
27af677ac6cb4e03b94bf55b3fa1f348,2020,9785462,3717817,6067645,-986650,1083474,1077639,270868,3302827645150041,913302827645150041,慈溪市天润广告有限公司
2a0ceae69f0547aaaa079fe6c6ede95e,2021,9026208,4047316,4978892,-483439,-248579,-324795,0,3302827645150041,913302827645150041,慈溪市天润广告有限公司
facab3f4c86447c49ad57739a8571ca5,2022,11946882,5878926,6067956,1111812,1004678,722730,251170,3302827645150041,913302827645150041,慈溪市天润广告有限公司
834078fab7834f7fbc3496e003a331a5,2023,8509764,3025249,5484515,1249598,777301,-140484,194325,3302827645150041,913302827645150041,慈溪市天润广告有限公司
14f701b6e8ad46fcbd69a62e31e1b74c,2020,122000,37252,84748,50032,49629,47577,496,330282MA2EH7GD3F,92330282MA2EH7GD3F,慈溪市附海中新客房部
81e9b7157d52454b9aeed0375055db80,2021,82000,16754,65246,-8173,-5404,-6174,0,330282MA2EH7GD3F,92330282MA2EH7GD3F,慈溪市附海中新客房部
f263f6e8efdc4e458be79d9ecd306f08,2022,108000,28756,79244,32061,15107,-26349,151,330282MA2EH7GD3F,92330282MA2EH7GD3F,慈溪市附海中新客房部
43d4d72580454417887e119142117a53,2023,148000,38853,109147,8465,7458,4431,75,330282MA2EH7GD3F,92330282MA2EH7GD3F,慈溪市附海中新客房部
3f8df57ea87f4fb381040ebb89349237,2020,97000,23384,73616,8740,21104,17409,211,330282MA2EJJQA6A,92330282MA2EJJQA6A,慈溪市附海御足苑足浴店
bbf01203355e45e18ed50d65977bceb8,2021,125000,21850,103150,29370,25191,16431,252,330282MA2EJJQA6A,92330282MA2EJJQA6A,慈溪市附海御足苑足浴店
2a8e54171a6c42899dd317af8f95824b,2022,122000,36555,85445,-15194,-5955,-6885,0,330282MA2EJJQA6A,92330282MA2EJJQA6A,慈溪市附海御足苑足浴店
eb3290cf87a74e158856072d70372e3a,2023,138000,52773,85227,24354,21450,12987,214,330282MA2EJJQA6A,92330282MA2EJJQA6A,慈溪市附海御足苑足浴店
0def4f69e041493b81f5fb53ff9aa855,2020,138000,45608,92392,18394,17395,12075,174,330282MA2EK32DX3,92330282MA2EK32DX3,慈溪市范市六星家用电器店
7af5f2fa7caf4b7e975e4bc8f98de94c,2021,139000,50921,88079,27590,26198,19686,262,330282MA2EK32DX3,92330282MA2EK32DX3,慈溪市范市六星家用电器店
7b5ac2c5026843849f04e97537819701,2022,100000,15486,84514,15783,13247,7284,132,330282MA2EK32DX3,92330282MA2EK32DX3,慈溪市范市六星家用电器店
7ed3165236a147f59eb309ff6ac9a74f,2023,95000,23471,71529,56150,50618,41013,506,330282MA2EK32DX3,92330282MA2EK32DX3,慈溪市范市六星家用电器店
f809cc1fbc0c448d81d5d0edfa7b156b,2020,1190589,296304,894285,-32798,20976,17670,210,330201MACPLJ2D7X,92330201MACPLJ2D7X,宁波前湾新区春序餐饮店
78ad1f82675d4d2787fa839813ba89af,2021,1235342,467555,767787,-7658,-5232,-6150,0,330201MACPLJ2D7X,92330201MACPLJ2D7X,宁波前湾新区春序餐饮店
e7b09904bb734125b03e97920f8ff2b5,2022,1359621,583215,776406,-33484,-78,-105,0,330201MACPLJ2D7X,92330201MACPLJ2D7X,宁波前湾新区春序餐饮店
e3514ba0a20a4ffdb6a380566e91c954,2023,439489,84180,355309,-4876,-2693,-3225,0,330201MACPLJ2D7X,92330201MACPLJ2D7X,宁波前湾新区春序餐饮店
73f62c4b4b75463dae21820b4a81f949,2020,75000,10602,64398,-2060,-2272,-3135,0,330282MA2EJGUH0H,92330282MA2EJGUH0H,慈溪市伟财饭店
16c3c77571fe4f8093def1ae7e18d29e,2021,120000,37767,82233,40536,39187,35733,392,330282MA2EJGUH0H,92330282MA2EJGUH0H,慈溪市伟财饭店
736b4ba4b94c429aaebbaf9143d51ff4,2022,144000,27683,116317,55310,51134,26766,511,330282MA2EJGUH0H,92330282MA2EJGUH0H,慈溪市伟财饭店
607262d8fc484259b6f96f98f5112b1b,2023,150000,37461,112539,-2122,-710,-876,0,330282MA2EJGUH0H,92330282MA2EJGUH0H,慈溪市伟财饭店
3bae1a763c8e4a2dafda9ecfafb06a09,2020,130000,23639,106361,-8641,-11803,-17121,0,330282MA2EJ85R16,92330282MA2EJ85R16,慈溪市匡堰镇热浪太阳能热水器店
96211833d18d47188c4b7ab2fda3c42e,2021,105000,21286,83714,20399,16567,6795,166,330282MA2EJ85R16,92330282MA2EJ85R16,慈溪市匡堰镇热浪太阳能热水器店
8579eb3274a14a46b04ac784bb0bf0f5,2022,78000,29704,48296,-814,-503,-669,0,330282MA2EJ85R16,92330282MA2EJ85R16,慈溪市匡堰镇热浪太阳能热水器店
a5164688bf9240b79711d99ab51c6f90,2023,121000,39421,81579,27416,24412,19140,244,330282MA2EJ85R16,92330282MA2EJ85R16,慈溪市匡堰镇热浪太阳能热水器店
6c9f1b7abaa84aba959aec26e62a424b,2020,140000,42423,97577,19681,25731,20436,257,330282MA2EJJ7J9B,92330282MA2EJJ7J9B,慈溪市逍林阿峰排档
58aff17ee0a4437a87afde81e091dcff,2021,105000,24210,80790,-21330,-22694,-27405,0,330282MA2EJJ7J9B,92330282MA2EJJ7J9B,慈溪市逍林阿峰排档
f58554abac394e34aaa50dc379b6c0b3,2022,126000,40461,85539,51597,44712,6684,447,330282MA2EJJ7J9B,92330282MA2EJJ7J9B,慈溪市逍林阿峰排档
bc9725aaed3c4d728554a8369f15e527,2023,142000,37299,104701,65202,62062,38577,621,330282MA2EJJ7J9B,92330282MA2EJJ7J9B,慈溪市逍林阿峰排档
776dfe8839f742bbbfe9f53147319c82,2020,74000,20011,53989,-1669,-772,-1071,0,330282MA2AJ2287G,92330282MA2AJ2287G,慈溪市禾言广告设计工作室
df297e9c7fca4493aefca0c1c5d3287a,2021,134000,37340,96660,3009,1333,-2070,13,330282MA2AJ2287G,92330282MA2AJ2287G,慈溪市禾言广告设计工作室
02454751cb914f4c887a428fdf546713,2022,93000,32247,60753,14617,11352,6300,114,330282MA2AJ2287G,92330282MA2AJ2287G,慈溪市禾言广告设计工作室
e27f8f0dc50543caa8ae3d0d07593256,2023,100000,30079,69921,16689,16463,15018,165,330282MA2AJ2287G,92330282MA2AJ2287G,慈溪市禾言广告设计工作室
91ef5781d5414c84b17d684ef8eb0d30,2020,224050,84898,139152,51914,47338,32154,473,330282MACRCY7L8W,92330282MACRCY7L8W,慈溪市浒山小琦足浴店
e703a9b21cba49c1832a79a704161244,2021,393713,40669,353044,197660,188150,121839,1882,330282MACRCY7L8W,92330282MACRCY7L8W,慈溪市浒山小琦足浴店
670ebaaef407489d938dd96cbdaf4e3b,2022,409008,57244,351764,26426,23859,18732,239,330282MACRCY7L8W,92330282MACRCY7L8W,慈溪市浒山小琦足浴店
157f85d13cc345b087373bcfcdb343f2,2023,508708,108846,399862,-30349,52589,43983,526,330282MACRCY7L8W,92330282MACRCY7L8W,慈溪市浒山小琦足浴店
b1578eb4511847fab56a87e34a32d809,2020,84000,30178,53822,-14772,-16232,-26256,0,330282MA2CKXD115,92330282MA2CKXD115,慈溪市坎墩伟义挖掘机租赁服务部
1ce778399b1e4508a57eaff9f2144c5b,2021,76000,24072,51928,-3510,11139,3450,111,330282MA2CKXD115,92330282MA2CKXD115,慈溪市坎墩伟义挖掘机租赁服务部
a3d2b019a6374ce48c610e480aa99cf4,2022,140000,19437,120563,13072,15956,14214,160,330282MA2CKXD115,92330282MA2CKXD115,慈溪市坎墩伟义挖掘机租赁服务部
69e91d66900d4684ab4a5abc46830152,2023,120000,22836,97164,55069,39143,-82080,391,330282MA2CKXD115,92330282MA2CKXD115,慈溪市坎墩伟义挖掘机租赁服务部
3600d4121e654f8aa912e9fe3b8c422c,2020,89000,22413,66587,-313,-159,-210,0,330282MA2918BE09,92330282MA2918BE09,慈溪市胜山利超家纺店
705a3e9262544c6283e01c555a11809e,2021,143000,20719,122281,20700,18786,13113,188,330282MA2918BE09,92330282MA2918BE09,慈溪市胜山利超家纺店
ed156719983b4c4a82c0c53be915d496,2022,81000,16021,64979,7833,24546,14739,245,330282MA2918BE09,92330282MA2918BE09,慈溪市胜山利超家纺店
01e2ba7c2d784261a0b149d7a3fac6b2,2023,107000,34102,72898,36131,29398,17394,294,330282MA2918BE09,92330282MA2918BE09,慈溪市胜山利超家纺店
10162c1114ad458ea41e2c93ed0d475b,2020,90000,25374,64626,54000,49306,36216,493,330282MA2CLGQC3Y,92330282MA2CLGQC3Y,慈溪市观海卫麻继烤鱼店
702fef1633454271ba34a0afbaf2b7d1,2021,90000,25021,64979,-555,-407,-489,0,330282MA2CLGQC3Y,92330282MA2CLGQC3Y,慈溪市观海卫麻继烤鱼店
da4c514c2b6d4d368b153e6da32e094a,2022,71000,11951,59049,149,143,117,1,330282MA2CLGQC3Y,92330282MA2CLGQC3Y,慈溪市观海卫麻继烤鱼店
3364dd77d0d74cbeb0deceb07c174f8d,2023,134000,21341,112659,41383,40608,34719,406,330282MA2CLGQC3Y,92330282MA2CLGQC3Y,慈溪市观海卫麻继烤鱼店
e5c7d498123e412c9bf97a6071be9d7d,2020,21426487,8785098,12641389,5064756,4402610,2650476,1100652,330282MAC39LBY6J,91330282MAC39LBY6J,宁波翠品楼餐饮有限公司
09fac920ca014501a2c783a92059b2a4,2021,17638728,6496062,11142666,8278586,4901624,-10765935,1225406,330282MAC39LBY6J,91330282MAC39LBY6J,宁波翠品楼餐饮有限公司
606f448aebed4aaf9ad9fc142c4e2e8a,2022,8836107,2818615,6017492,1915541,1862829,1766487,465707,330282MAC39LBY6J,91330282MAC39LBY6J,宁波翠品楼餐饮有限公司
b0b518c299f04926a967331bbabd6889,2023,13642902,8804006,4838896,383932,325914,173367,81478,330282MAC39LBY6J,91330282MAC39LBY6J,宁波翠品楼餐饮有限公司
aaeee511a5244992827e01bb20484d43,2020,1560244,475532,1084712,340337,287548,197778,2875,330282MA2J5MDT5L,92330282MA2J5MDT5L,慈溪市祁茗陶瓷工作室
d8046d5a0f7040acb8c9beb55f3c6878,2021,2092657,960099,1132558,673292,606526,409602,6065,330282MA2J5MDT5L,92330282MA2J5MDT5L,慈溪市祁茗陶瓷工作室
0ce0ae7416194ea9b2d0f2092a8b2492,2022,2205665,1250087,955578,582508,544371,445110,5444,330282MA2J5MDT5L,92330282MA2J5MDT5L,慈溪市祁茗陶瓷工作室
8b86728abe614151a04fa754f1106d81,2023,1733479,966065,767414,349217,323061,120873,3231,330282MA2J5MDT5L,92330282MA2J5MDT5L,慈溪市祁茗陶瓷工作室
cb003ddea2fd4d25b48b26e5624afe6e,2020,90000,16480,73520,28200,26322,23388,263,330282MA2EHH8U9B,92330282MA2EHH8U9B,慈溪市逍林孙记川菜馆
0ba49431764041478810be90d9d0ddc2,2021,138000,42330,95670,46072,40433,26550,404,330282MA2EHH8U9B,92330282MA2EHH8U9B,慈溪市逍林孙记川菜馆
825fbd64d6b34e62b704801d864f5f4b,2022,86000,19607,66393,32373,28361,17349,284,330282MA2EHH8U9B,92330282MA2EHH8U9B,慈溪市逍林孙记川菜馆
430fd2e05d0045acb5b76dc20fd9ac46,2023,101000,24170,76830,23203,21732,10398,217,330282MA2EHH8U9B,92330282MA2EHH8U9B,慈溪市逍林孙记川菜馆
f7c703030d9449a0b95bf45a3deee94a,2020,1863057,737346,1125711,124035,96417,-68601,964,330282768508354X,91330282768508354X,慈溪市三北浩燕绣品厂（普通合伙）
90ec2896aa5047a8885cf755fc237025,2021,1321852,622667,699185,170971,129942,60141,1299,330282768508354X,91330282768508354X,慈溪市三北浩燕绣品厂（普通合伙）
c1d2cc57b7be45a9ac7538416462e3d1,2022,2058229,887781,1170448,702477,1012433,1002513,10124,330282768508354X,91330282768508354X,慈溪市三北浩燕绣品厂（普通合伙）
e41e5083c9014d328ecc74c378f3e563,2023,2064586,590587,1473999,-130868,-83347,-94677,0,330282768508354X,91330282768508354X,慈溪市三北浩燕绣品厂（普通合伙）
59a4693ebb964be39c0d85210cff504f,2020,14919612,7373521,7546091,2592053,2383783,1583736,595946,330282MA2KPMPG54,91330282MA2KPMPG54,慈溪市梓悦文化传播有限公司
8c4b502c6fae43f49e75711dba05c723,2021,7247538,1559184,5688354,154606,8747,-227388,2187,330282MA2KPMPG54,91330282MA2KPMPG54,慈溪市梓悦文化传播有限公司
08a63bba50f748e6ba315652e5af5d23,2022,14757389,8540296,6217093,1560578,976044,-282006,244011,330282MA2KPMPG54,91330282MA2KPMPG54,慈溪市梓悦文化传播有限公司
83567ceb6e9a43bda1df831b516cbcae,2023,11240528,6767891,4472637,3998147,3738226,1625268,934556,330282MA2KPMPG54,91330282MA2KPMPG54,慈溪市梓悦文化传播有限公司
20fae32a70cb4f7b9273dbff68478378,2020,4211570,1685998,2525572,582122,793673,785223,198418,330282MA2H5UQA25,91330282MA2H5UQA25,慈溪市宸灵艺术特长培训有限公司
706de288dcc6434790aac54576929243,2021,6135131,2120102,4015029,670491,522069,272043,130517,330282MA2H5UQA25,91330282MA2H5UQA25,慈溪市宸灵艺术特长培训有限公司
0765da193a6541a092361410442cce14,2022,6926276,3707749,3218527,-1191120,-486046,-654678,0,330282MA2H5UQA25,91330282MA2H5UQA25,慈溪市宸灵艺术特长培训有限公司
5bb69a5c79934e19b399c6c3417a27af,2023,7314814,1947182,5367632,1823222,1406696,-177843,351674,330282MA2H5UQA25,91330282MA2H5UQA25,慈溪市宸灵艺术特长培训有限公司
2164880be2d4497bb5cc85ad4155d56b,2020,74000,14009,59991,16953,16677,14415,4169,330282MACN59P6XP,91330282MACN59P6XP,瑞幸咖啡（宁波）有限公司观海卫第二分店
808eb0a1a8044293bd96e5a30bb30200,2021,119000,43711,75289,63385,52677,35562,13169,330282MACN59P6XP,91330282MACN59P6XP,瑞幸咖啡（宁波）有限公司观海卫第二分店
ffda40f0da3d4bf9be3b4a07ff561eb1,2022,110000,29005,80995,4228,3434,1581,858,330282MACN59P6XP,91330282MACN59P6XP,瑞幸咖啡（宁波）有限公司观海卫第二分店
a9af721413bb43aca185ac6e1c334a20,2023,142000,42868,99132,20423,18095,-2100,4524,330282MACN59P6XP,91330282MACN59P6XP,瑞幸咖啡（宁波）有限公司观海卫第二分店
13ae96bd90db4b6ca96db9624ed0c525,2020,7148135,3972078,3176057,1071339,994626,603312,248656,330282MA2KPUF96X,91330282MA2KPUF96X,宁波寻鼎文化传媒有限公司
aa1b8ca63f7d4964b79ba858d731a0e3,2021,12787461,8206712,4580749,5313070,4520251,2970492,1130063,330282MA2KPUF96X,91330282MA2KPUF96X,宁波寻鼎文化传媒有限公司
6fd3ab05003946bc917b5dd8e81d7e70,2022,10677715,6775402,3902313,864263,772877,259278,193219,330282MA2KPUF96X,91330282MA2KPUF96X,宁波寻鼎文化传媒有限公司
d946a8f622da449eae0b039989873c93,2023,7875530,2741473,5134057,1227041,1109982,726231,277496,330282MA2KPUF96X,91330282MA2KPUF96X,宁波寻鼎文化传媒有限公司
7b7480aef20d4bbe8a3c58e2984e66e2,2020,121000,43863,77137,26811,24199,15156,6050,330282MA2GFAFW1H,91330282MA2GFAFW1H,龙海市华达运输有限公司慈溪分公司
9f4944ebb3ff447ba3cf5c10571a8e5f,2021,120000,43294,76706,16478,41648,36831,10412,330282MA2GFAFW1H,91330282MA2GFAFW1H,龙海市华达运输有限公司慈溪分公司
71402f97d22e48c1bc2eed923c51796f,2022,124000,12327,111673,1328,1208,933,302,330282MA2GFAFW1H,91330282MA2GFAFW1H,龙海市华达运输有限公司慈溪分公司
a56cd34470ba47baa3efaf5567093725,2023,128000,16085,111915,17768,16992,15588,4248,330282MA2GFAFW1H,91330282MA2GFAFW1H,龙海市华达运输有限公司慈溪分公司
7655b5e4d88c46d9956d24e349c2d88e,2020,40503589,15930623,24572966,12747546,9673193,-10930338,2418298,330282079201939U,91330282079201939U,宁波赛客运动器材有限公司
d3b2d90fc2474ae293adc1fe87250621,2021,47598149,23890775,23707374,-5012230,-5708645,-6756978,0,330282079201939U,91330282079201939U,宁波赛客运动器材有限公司
f418b51480cb45cfbcce40232147f82f,2022,39278624,25361300,13917324,4972435,4808768,3823725,1202192,330282079201939U,91330282079201939U,宁波赛客运动器材有限公司
f529c8759af74716b5d921da2caf74f1,2023,50174786,24012581,26162205,-2008203,-819269,-1123923,0,330282079201939U,91330282079201939U,宁波赛客运动器材有限公司
90350913a0704b208ddd9662713c4419,2020,22219493,7540525,14678968,7532615,15882054,15876948,3970514,330282MAD2ANTL67,91330282MAD2ANTL67,宁波贝驰贸易有限公司
0d546b2d24b040b48468e5a0f38e0d14,2021,14796523,7009911,7786612,-3027921,-1129804,-1314180,0,330282MAD2ANTL67,91330282MAD2ANTL67,宁波贝驰贸易有限公司
b46bd9be82e348a5a28a141427246a18,2022,17698110,6366026,11332084,-208561,127488,126066,31872,330282MAD2ANTL67,91330282MAD2ANTL67,宁波贝驰贸易有限公司
cab146e8e2944ce8a1de9a1413f57415,2023,20750623,12370419,8380204,3640538,7220774,7213905,1805194,330282MAD2ANTL67,91330282MAD2ANTL67,宁波贝驰贸易有限公司
bf406953f5504d9b9965fc80e0486ad6,2020,2411191,1191981,1219210,996074,766233,-413952,191558,330282MAD58L25XG,91330282MAD58L25XG,慈溪市玉宸文化传媒有限公司
777ec68dfda94d0b96d0bd68c454d4c7,2021,998293,339890,658403,86701,121930,115626,30482,330282MAD58L25XG,91330282MAD58L25XG,慈溪市玉宸文化传媒有限公司
65a17ba73cc24ec08aa676e27a06eb40,2022,1449243,745704,703539,-15999,-10123,-14397,0,330282MAD58L25XG,91330282MAD58L25XG,慈溪市玉宸文化传媒有限公司
b5415881eaba4f499dfbe8e1d2c724a0,2023,2444457,552606,1891851,1164127,1018250,708816,254562,330282MAD58L25XG,91330282MAD58L25XG,慈溪市玉宸文化传媒有限公司
ca6a8df0d5a54a1790eac6d7e0288039,2020,11864081,4366815,7497266,-2249462,-982399,-1354377,0,330282MABYNY8QXY,91330282MABYNY8QXY,宁波绿萝儿童用品有限公司
