main_identi_id,reg_org,comp_type,reg_state,uni_social_crd_cd,comp_nm,addr,legal_repre,indv_id,reg_capt,capt_kind,opt_scop,reg_no,appr_dt,est_dt,opt_from,opt_to,domdi_strict,pro_loc,opt_strict,postal_code,opt_loc,indv_code,indv_nm
330282MA2AF3A54H,宁波市慈溪市市场监督管理局,个体工商户,存续,92330282MA2AF3A54H,慈溪市福包餐饮店,浙江省慈溪市古塘街道北二环东路56号（实验公寓7号楼一层）,高琼,正餐服务,0.0,,"一般项目:小餐饮店（三小行业）;小食杂店（三小行业）;新鲜水果零售（除依法须经批准的项目外,凭营业执照依法自主开展经营活动）。",330282MA2AF3A54H,2017-10-24,2017-10-24,2017-10-24,2099-12-31,330282001,慈溪市,330282001,315300,慈溪市,6210.0,6210.0
330282MABQ2RF430,宁波市慈溪市市场监督管理局,个体工商户,注销,92330282MABQ2RF430,慈溪市慧成广告设计工作室,浙江省慈溪市崇寿镇六塘东街99号,陈士洋,其他广告服务,500000.0,人民币,一般项目：广告设计、代理；广告制作；平面设计；会议及展览服务（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。,330282MABQ2RF430,2022-06-13,2022-06-13,2022-06-13,2099-12-31,330282001,慈溪市,330282001,315300,慈溪市,7259.0,7259.0
330282MACQJ4KF7Q,宁波市慈溪市市场监督管理局,个体工商户,存续,92330282MACQJ4KF7Q,慈溪市宗汉窝努餐饮店,浙江省慈溪市宗汉街道新界村新界路59号,周彦妤,正餐服务,50000.0,人民币,"一般项目:小餐饮店（三小行业,含网络经营）（除依法须经批准的项目外,凭营业执照依法自主开展经营活动）。",330282MACQJ4KF7Q,2023-07-17,2023-07-17,2023-07-17,2099-12-31,330282001,慈溪市,330282001,315300,慈溪市,6210.0,6210.0
330282MABRBFKQ2B,宁波市慈溪市市场监督管理局,有限责任公司（自然人投资或控股）,存续,91330282MABRBFKQ2B,慈溪市汛鑫玩具有限公司,浙江省宁波市慈溪市周巷镇周至大道58号周巷中国食品城商铺F<2-91>,陈立新,文具用品批发,300000.0,人民币,一般项目：玩具、动漫及游艺用品销售；体育用品及器材零售；文具用品零售；体育用品及器材批发；办公设备耗材销售；玩具销售；日用品销售；日用百货销售；办公用品销售；文具用品批发（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。,330282MABRBFKQ2B,2022-06-27,2022-06-27,2022-06-27,2099-12-31,330282001,慈溪市,330282001,315300,慈溪市,5141.0,5141.0
330282MA2EJN4A7Q,宁波市慈溪市市场监督管理局,个体工商户,存续,92330282MA2EJN4A7Q,慈溪市古塘亮彩横幅广告制作社,浙江省宁波市慈溪市古塘街道兴业路124-136号,李飞,其他广告服务,0.0,,"广告及图文设计、制作、横幅制作以及其他按法律、法规、国务院决定等规定未禁止或无需经营许可的项目和未列入地方产业发展负面清单的项目。（依法须经批准的项目,经相关部门批准后方可开展经营活动）",330282MA2EJN4A7Q,2009-03-09,2009-03-09,2009-03-09,2099-12-31,330282001,慈溪市,330282001,315300,慈溪市,7259.0,7259.0
330282MA2GRBBP7W,宁波市慈溪市市场监督管理局,有限责任公司（自然人投资或控股）,存续,91330282MA2GRBBP7W,慈溪市函洵绘画培训有限责任公司,浙江省慈溪市浒山街道嘉景园28号楼<4-3>、<4-4>室,俞杰,文化艺术培训,500000.0,人民币,绘画、书法培训。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,330282MA2GRBBP7W,2019-06-18,2019-06-18,2019-06-18,2099-12-31,330282001,慈溪市,330282001,315300,慈溪市,8393.0,8393.0
330282MA2KNGURXF,宁波市慈溪市市场监督管理局,个体工商户,存续,92330282MA2KNGURXF,慈溪横河锐亮眼镜店,浙江省慈溪市横河镇杨梅大道89号,郑兵亮,钟表、眼镜零售,150000.0,人民币,"一般项目:眼镜销售（不含隐形眼镜）（除依法须经批准的项目外,凭营业执照依法自主开展经营活动）。",330282MA2KNGURXF,2021-08-03,2021-08-03,2021-08-03,2099-12-31,330282001,慈溪市,330282001,315300,慈溪市,5236.0,5236.0
330282MA2823TF40,宁波市慈溪市市场监督管理局,有限责任公司（自然人投资或控股）,注销,91330282MA2823TF40,宁波晨永文具有限公司,慈溪市观海卫镇工业园西区（五里村）,陈丽,文具制造,1000000.0,人民币,文具、笔、工艺美术品、塑料制品、金属制品制造、加工。,330282MA2823TF40,2016-05-30,2016-05-30,2016-05-30,2099-12-31,330282001,慈溪市,330282001,315300,慈溪市,2411.0,2411.0
330201MA2836JM1J,宁波市慈溪市市场监督管理局,个人独资企业,存续,91330201MA2836JM1J,宁波杭州湾新区兰岛网咖网吧,宁波杭州湾新区南洋商城1幢3-1、3-2、3-3、3-4号,吴霞骏,网吧活动,300000.0,人民币,互联网上网服务；食品经营：餐饮服务、食品零售。,330201MA2836JM1J,2016-12-07,2016-12-07,2016-12-07,2099-12-31,330282001,慈溪市,330282001,315300,慈溪市,9013.0,9013.0
330282MA2EGMW20C,宁波市慈溪市市场监督管理局,个体工商户,注销,92330282MA2EGMW20C,慈溪市观海卫镇广义盲人按摩院,慈溪市观海卫镇广义路,方建江,洗浴服务,0.0,,一般经营项目：盲人按摩、洗脚服务。,330282MA2EGMW20C,2002-10-17,2002-10-17,2002-10-17,2099-12-31,330282001,慈溪市,330282001,315300,慈溪市,8051.0,8051.0
330282MA291BWWXT,宁波市慈溪市市场监督管理局,有限责任公司（自然人独资）,存续,91330282MA291BWWXT,慈溪斯塔克渔具有限公司,浙江省慈溪市坎墩街道坎西村顺和路299号,张岳南,其他体育用品制造,50000.0,人民币,"渔具及配件、五金配件制造、加工。（依法须经批准的项目,经相关部门批准后方可开展经营活动）",330282MA291BWWXT,2017-05-24,2017-05-24,2017-05-24,2099-12-31,330282001,慈溪市,330282001,315300,慈溪市,2449.0,2449.0
330201MA2H4A873D,宁波市慈溪市市场监督管理局,有限责任公司（自然人独资）,存续,91330201MA2H4A873D,宁波灵燕眼镜有限公司,浙江省宁波杭州湾新区世纪城揽月苑12号楼9-3室（企恒商务托管19）,蔡智新,钟表、眼镜零售,1660000.0,人民币,一般项目：眼镜批发；眼镜销售；家用电器批发；办公设备销售；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；化妆品零售；化妆品批发；日用杂品销售；信息咨询服务（不含许可类信息咨询服务）；健康咨询服务（不含诊疗服务）；电子测量仪器销售；日用百货批发；日用品零售；日用家电零售（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。许可项目：保健食品销售（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）。,330201MA2H4A873D,2020-03-12,2020-03-12,2020-03-12,2099-12-31,330282001,慈溪市,330282001,315300,慈溪市,5236.0,5236.0
330201MA29320P5D,宁波市慈溪市市场监督管理局,个体工商户,存续,92330201MA29320P5D,宁波杭州湾新区之翔黄焖鸡米饭店,浙江省宁波杭州湾新区南洋商城9幢1-26、2-5号,朱宋,正餐服务,0.0,,食品经营:餐饮服务。,330201MA29320P5D,2016-09-09,2016-09-09,2016-09-09,2099-12-31,330282001,慈溪市,330282001,315300,慈溪市,6210.0,6210.0
330282MABNYGJT5G,宁波市慈溪市市场监督管理局,个体工商户,存续,92330282MABNYGJT5G,慈溪市老爸与海玩具经营部,浙江省慈溪市白沙路街道北三环东路1888号（爱琴海购物公园）一楼10148点位（自主申报）,沈敏霞,体育用品及器材零售,50000.0,人民币,一般项目：玩具销售（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。,330282MABNYGJT5G,2022-06-06,2022-06-06,2022-06-06,2099-12-31,330282001,慈溪市,330282001,315300,慈溪市,5242.0,5242.0
330282MA2J7BBJ1U,宁波市慈溪市市场监督管理局,个体工商户,注销,92330282MA2J7BBJ1U,慈溪市龙山梦声奶茶店,浙江省慈溪市龙山镇农垦场龙镇大道219号-4,俞丹丹,其他饮料及冷饮服务,100000.0,人民币,一般项目：小餐饮店（三小行业）（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。,330282MA2J7BBJ1U,2021-06-03,2021-06-03,2021-06-03,2099-12-31,330282001,慈溪市,330282001,315300,慈溪市,6239.0,6239.0
330282MA2EHRQD1Q,宁波市慈溪市市场监督管理局,个体工商户,存续,92330282MA2EHRQD1Q,慈溪市观海卫镇海燕照相馆,慈溪市观海卫镇东大街172号,巴荷花,摄影扩印服务,0.0,,"一般项目:摄像及视频制作服务;摄影扩印服务;照相器材及望远镜零售;照相机及器材销售（除依法须经批准的项目外,凭营业执照依法自主开展经营活动）。",330282MA2EHRQD1Q,1984-08-06,1984-08-06,1984-08-06,2099-12-31,330282001,慈溪市,330282001,315300,慈溪市,8060.0,8060.0
330282MAC5GFUF5Y,宁波市慈溪市市场监督管理局,个体工商户,存续,92330282MAC5GFUF5Y,慈溪市迈步模具设计工作室,浙江省慈溪市横河镇东上河村翠屏路588号,徐晨程,专业设计服务,100000.0,人民币,一般项目：专业设计服务；模具制造（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。,330282MAC5GFUF5Y,2022-12-21,2022-12-21,2022-12-21,2099-12-31,330282001,慈溪市,330282001,315300,慈溪市,7492.0,7492.0
330282MA2EGPR00P,宁波市慈溪市市场监督管理局,个体工商户,存续,92330282MA2EGPR00P,慈溪市胜山创兴货运代理服务站,浙江省慈溪市胜山镇经贸大街558号（慈溪轻纺布料城D区8幢4号）（自主申报）,黄杭杰,城市轨道交通,0.0,,一般项目：国内货物运输代理（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。,330282MA2EGPR00P,2005-07-19,2005-07-19,2005-07-19,2099-12-31,330282001,慈溪市,330282001,315300,慈溪市,5412.0,5412.0
330282MABWX0F60F,宁波市慈溪市市场监督管理局,个体工商户,注销,92330282MABWX0F60F,慈溪市诗武烤鱼店,浙江省宁波市慈溪市观海卫镇广义路231号,毛诗武,快餐服务,0.0,,一般项目：小餐饮店（三小行业）（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。,330282MABWX0F60F,2022-08-17,2022-08-17,2022-08-17,2099-12-31,330282001,慈溪市,330282001,315300,慈溪市,6220.0,6220.0
330203MACBJT4X75,宁波市海曙区市场监督管理局,有限责任公司（自然人独资）,存续,91330203MACBJT4X75,宁波喜喵文化传媒有限公司,浙江省宁波市海曙区广安路209弄2号（3-1-7）,秦夕诺,其他广告服务,100000.0,人民币,一般项目：组织文化艺术交流活动；广告设计、代理；广告制作；图文设计制作；广告发布；专业设计服务；平面设计；文艺创作；数字内容制作服务（不含出版发行）；摄像及视频制作服务；企业管理；企业管理咨询；企业形象策划；市场营销策划；咨询策划服务；会议及展览服务；其他文化艺术经纪代理；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。,330203MACBJT4X75,2023-03-17,2023-03-17,2023-03-17,2099-12-31,330203001,海曙区,330203001,315000,海曙区,7259.0,7259.0
330203MA2J79RK63,宁波市海曙区市场监督管理局,有限责任公司（自然人投资或控股）,注销,91330203MA2J79RK63,浙江樊墨文化传媒有限公司,浙江省宁波市海曙区丽园北路755号1278室,马昌胜,文艺创作与表演,10000000.0,人民币,一般项目：文艺创作；组织文化艺术交流活动；图文设计制作；平面设计；广告设计、代理；广告制作；广告发布（非广播电台、电视台、报刊出版单位）；婚庆礼仪服务；会议及展览服务；摄影扩印服务；摄像及视频制作服务；礼仪服务（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。,330203MA2J79RK63,2021-06-01,2021-06-01,2021-06-01,2099-12-31,330203001,海曙区,330203001,315000,海曙区,8810.0,8810.0
330203MA28Y8M13H,宁波市海曙区市场监督管理局,有限责任公司（自然人投资或控股）,存续,91330203MA28Y8M13H,浙江凯登供应链管理有限公司,宁波市海曙区联丰路141号458室,何财兴,其他未列明商务服务业,10000000.0,人民币,"供应链管理服务,海上、陆路、航空的国际货运代理,国内货运代理,普通货物仓储,代理报关报检,装卸、搬运服务,物流信息咨询,自营和代理货物和技术的进出口,但国家限定经营或禁止进出口的货物和技术除外。",330203MA28Y8M13H,2017-03-20,2017-03-20,2017-03-20,2099-12-31,330203001,海曙区,330203001,315000,海曙区,7299.0,7299.0
330203MAD4TNCYXW,宁波市海曙区市场监督管理局,个人独资企业,存续,91330203MAD4TNCYXW,宁波市潮麦睿宇娱乐服务部（个人独资）,浙江省宁波市海曙区顺德路468号、通达路298、310号2-111、113、116、123、125、126、129、132、194、195、197、199、201、202、204、205、206,陈永春,歌舞厅娱乐活动,880000.0,人民币,许可项目：歌舞娱乐活动；烟草制品零售（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）。一般项目：食品销售（仅销售预包装食品）；组织文化艺术交流活动（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。,330203MAD4TNCYXW,2023-11-24,2023-11-24,2023-11-24,2099-12-31,330203001,海曙区,330203001,315000,海曙区,9011.0,9011.0
330203MA28314Y02,宁波市海曙区市场监督管理局,有限责任公司（自然人投资或控股）,存续,91330203MA28314Y02,宁波时间印象文化传媒有限公司,宁波市海曙区南塘河街344号,王海振,其他文化艺术业,5000000.0,人民币,"舞台表演宣传组织服务,文化交流活动组织策划,摄影摄像服务,广告服务,展览展示服务,企业形象策划。",330203MA28314Y02,2016-11-28,2016-11-28,2016-11-28,2099-12-31,330203001,海曙区,330203001,315000,海曙区,8890.0,8890.0
330203MA2GTXKK49,宁波市海曙区市场监督管理局,有限责任公司（自然人投资或控股）,注销,91330203MA2GTXKK49,宁波远舟文化传媒有限公司,浙江省宁波市海曙区孝闻街134号5幢A407室,顾林森,其他文化艺术业,1000000.0,人民币,舞台表演宣传组织策划服务，文化艺术交流活动组织策划，市场营销策划，摄影摄像服务，展览展示服务，会务服务，化妆服务，庆典礼仪服务，平面设计，网页设计，图文、标识标牌、钢结构、城市灯光的设计、制作，图文喷绘，工业产品设计，模具设计，动漫设计，广告的设计、制作、发布、代理，舞台搭建，舞台设计，影视策划，影视器材、道具、舞台灯光音响设备、场地的租赁，室内外装饰工程、园林景观工程的设计、施工，服装、鞋帽、花卉、母婴用品、日用品、针纺织品、玩具、电子产品、化妆品的批发、零售及网上经营以及其他按法律、法规、国务院决定等规定未禁止或无需经营许可的项目和未列入地方产业发展负面清单的项目。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,330203MA2GTXKK49,2019-09-20,2019-09-20,2019-09-20,2099-12-31,330203001,海曙区,330203001,315000,海曙区,8890.0,8890.0
3302043168574571,宁波市海曙区市场监督管理局,有限责任公司（自然人投资或控股）,存续,913302043168574571,宁波艾微广告传媒有限公司,浙江省宁波市海曙区药行街31号<19-2>D,蔡金沛,其他广告服务,1000000.0,人民币,广告服务；平面设计；文化活动的组织与策划。,3302043168574571,2014-11-18,2014-11-18,2014-11-18,2099-12-31,330203001,海曙区,330203001,315000,海曙区,7259.0,7259.0
330212MA2GQRHU4T,宁波市海曙区市场监督管理局,有限责任公司（自然人独资）,存续,91330212MA2GQRHU4T,卯介设计（宁波）有限公司,浙江省宁波市海曙区望春工业园区布政东路128号,毛杰,专业设计服务,500000.0,人民币,"一般项目:专业设计服务;家用电器研发;咨询策划服务;家居用品销售;家具制造（除依法须经批准的项目外,凭营业执照依法自主开展经营活动）。以下限分支机构经营:一般项目:工业设计服务（除依法须经批准的项目外,凭营业执照依法自主开展经营活动）。",330212MA2GQRHU4T,2019-05-20,2019-05-20,2019-05-20,2099-12-31,330203001,海曙区,330203001,315000,海曙区,7492.0,7492.0
330203340568532Y,宁波市海曙区市场监督管理局,有限责任公司（自然人独资）,存续,91330203340568532Y,宁波云边文化传媒有限公司,浙江省宁波市海曙区大河头路65号3幢206室,吕国美,其他文化艺术业,500000.0,人民币,一般项目：组织文化艺术交流活动；摄像及视频制作服务；电影摄制服务；摄影扩印服务；组织体育表演活动；其他文化艺术经纪代理；咨询策划服务；市场营销策划；社会经济咨询服务；企业形象策划；会议及展览服务；文化场馆管理服务；专业设计服务；图文设计制作；办公服务；平面设计；广告设计、代理；信息咨询服务（不含许可类信息咨询服务）；人力资源服务（不含职业中介活动、劳务派遣服务）；科技中介服务；信息技术咨询服务（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。,330203340568532Y,2015-09-14,2015-09-14,2015-09-14,2099-12-31,330203001,海曙区,330203001,315000,海曙区,8890.0,8890.0
3302036747483304,宁波市海曙区市场监督管理局,有限责任公司（自然人投资或控股）,注销,913302036747483304,宁波海曙宁兴汽车租赁服务有限公司,海曙区环城西路南段688弄27号,蹇福林,汽车租赁,500000.0,人民币,一般经营项目：汽车租赁（不含驾驶员）。,3302036747483304,2008-07-01,2008-07-01,2008-07-01,2099-12-31,330203001,海曙区,330203001,315000,海曙区,7111.0,7111.0
330203MA2EQKTX4B,宁波市海曙区市场监督管理局,个体工商户,存续,92330203MA2EQKTX4B,宁波海曙新知川菜馆,浙江省海曙区青林商业中心69号,甄晓琳,正餐服务,0.0,,许可项目：餐饮服务（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）。,330203MA2EQKTX4B,2013-11-19,2013-11-19,2013-11-19,2099-12-31,330203001,海曙区,330203001,315000,海曙区,6210.0,6210.0
330203MA2J6JXU8H,宁波市海曙区市场监督管理局,有限责任公司（自然人投资或控股）,存续,91330203MA2J6JXU8H,宁波科答鸭文化创意有限公司,浙江省宁波市海曙区古林镇科创南路88号,王杰,其他工艺美术及礼仪用品制造,1500000.0,人民币,一般项目：工艺美术品及礼仪用品制造（象牙及其制品除外）；货物进出口；技术进出口；进出口代理；文具制造；玩具制造；模具制造；风动和电动工具制造；卫生洁具制造；照明器具制造；体育用品及器材制造；日用杂品制造；金属链条及其他金属制品制造；金属制日用品制造；日用玻璃制品制造；日用陶瓷制品制造；锻件及粉末冶金制品制造；塑料制品制造；纸制品制造；橡胶制品制造；家用纺织制成品制造；五金产品制造；电子元器件制造；家用电器制造；塑料包装箱及容器制造；泵及真空设备制造；音响设备制造；服装制造；礼品花卉销售；玩具销售；组织文化艺术交流活动（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。,330203MA2J6JXU8H,2021-04-28,2021-04-28,2021-04-28,2099-12-31,330203001,海曙区,330203001,315000,海曙区,2439.0,2439.0
330203MA2J41RP9F,宁波市海曙区市场监督管理局,个人独资企业,存续,91330203MA2J41RP9F,宁波市海曙区新凯莉娱乐会所,浙江省宁波市海曙区环城西路北段439号东六楼A1-3,魏群,歌舞厅娱乐活动,100000.0,人民币,许可项目：歌舞娱乐活动；食品经营；理发服务；住宿服务；餐饮服务；烟草制品零售（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）。一般项目：棋牌室服务；台球活动以及其他按法律、法规、国务院决定等规定未禁止或无需经营许可的项目和未列入地方产业发展负面清单的项目（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。,330203MA2J41RP9F,2020-12-22,2020-12-22,2020-12-22,2099-12-31,330203001,海曙区,330203001,315000,海曙区,9011.0,9011.0
330203MA2CL0JJ22,宁波市海曙区市场监督管理局,有限责任公司（自然人独资）,存续,91330203MA2CL0JJ22,宁波宁久汽车服务有限公司,浙江省宁波市海曙区宝善路90号5幢2楼-1,刘力芳,汽车租赁,5000000.0,人民币,"一般项目:小微型客车租赁经营服务;二手车经纪;市政设施管理;电动汽车充电基础设施运营;充电桩销售;停车场服务;商务代理代办服务;信息咨询服务（不含许可类信息咨询服务）;企业管理咨询;汽车零配件批发;五金产品批发;汽车装饰用品销售;礼品花卉销售;日用品销售;家用电器销售;移动通信设备销售;互联网销售（除销售需要许可的商品）（除依法须经批准的项目外,凭营业执照依法自主开展经营活动）。许可项目:网络预约出租汽车经营服务;建设工程施工（依法须经批准的项目,经相关部门批准后方可开展经营活动,具体经营项目以审批结果为准）。",330203MA2CL0JJ22,2018-11-29,2018-11-29,2018-11-29,2099-12-31,330203001,海曙区,330203001,315000,海曙区,7111.0,7111.0
330212MA2H6W2C7C,宁波市海曙区市场监督管理局,有限责任公司（自然人独资）,存续,91330212MA2H6W2C7C,宁波清沐瑜伽健身服务有限公司,浙江省青林湾西区8号（4-1）,冯莉娟,健身休闲活动,1000000.0,人民币,"一般项目:体育健康服务;健身休闲活动（除依法须经批准的项目外,凭营业执照依法自主开展经营活动）。",330212MA2H6W2C7C,2020-07-13,2020-07-13,2020-07-13,2099-12-31,330203001,海曙区,330203001,315000,海曙区,8930.0,8930.0
330203MACBWKJ25D,宁波市海曙区市场监督管理局,有限责任公司（自然人投资或控股）,存续,91330203MACBWKJ25D,森岛旅游文化发展（宁波）有限责任公司,浙江省宁波市海曙区奥创水晶中心3幢85号11-24,寇馨月,其他文化艺术业,30000.0,人民币,一般项目：文艺创作；组织文化艺术交流活动；会议及展览服务；酒店管理；旅游开发项目策划咨询；旅客票务代理；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；票务代理服务；餐饮管理；家宴服务；财务咨询；光学玻璃销售；建筑陶瓷制品销售；日用陶瓷制品销售；特种陶瓷制品销售；新型陶瓷材料销售；汽车装饰用品销售；食用农产品零售；商业、饮食、服务专用设备销售；新鲜水果批发；水产品批发；鲜肉批发；宠物食品及用品零售；文具用品批发；礼品花卉销售；日用品销售；鲜肉零售；服装服饰批发；宠物食品及用品批发；图书管理服务；办公服务；纹身服务（除面向未成年人）；大数据服务（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。,330203MACBWKJ25D,2023-03-21,2023-03-21,2023-03-21,2099-12-31,330203001,海曙区,330203001,315000,海曙区,8890.0,8890.0
330203MA2GG1ML77,宁波市海曙区市场监督管理局,个人独资企业,注销,91330203MA2GG1ML77,宁波市海曙高塘茶楼,海曙区高塘四村商业一号楼95号,吴捷*,其他饮料及冷饮服务,100000.0,人民币,茶室。,330203MA2GG1ML77,2003-12-22,2003-12-22,2003-12-22,2099-12-31,330203001,海曙区,330203001,315000,海曙区,6239.0,6239.0
330203MA8FQL3542,宁波市海曙区市场监督管理局,普通合伙企业,注销,91330203MA8FQL3542,宁波市鄞州甬金工艺品厂（普通合伙）,宁波市鄞州区洞桥镇三李村,陈振,天然植物纤维编织工艺品制造,300000.0,人民币,一般经营项目：工艺品、草席、草制品的制造、加工；本企业生产所需原料的收购。,330203MA8FQL3542,2009-05-19,2009-05-19,2009-05-19,2099-12-31,330203001,海曙区,330203001,315000,海曙区,2435.0,2435.0
330203MACC0WFY0L,宁波市海曙区市场监督管理局,有限责任公司分公司（自然人投资或控股）,注销,91330203MACC0WFY0L,淮安多禾传媒有限公司宁波分公司,浙江省宁波市海曙区古林镇薛家南路499号第14层（08、10房间）,黄林,其他文化艺术经纪代理,0.0,,一般项目：其他文化艺术经纪代理；文化娱乐经纪人服务；组织文化艺术交流活动；游艺及娱乐用品销售；玩具、动漫及游艺用品销售；办公设备耗材销售；游艺用品及室内游艺器材销售；玩具销售（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。,330203MACC0WFY0L,2023-03-21,2023-03-21,2023-03-21,2099-12-31,330203001,海曙区,330203001,315000,海曙区,9059.0,9059.0
330212MA2CKUCB9T,宁波市海曙区市场监督管理局,有限责任公司分公司（自然人投资或控股）,存续,91330212MA2CKUCB9T,成都三合力诚商务服务有限责任公司宁波分公司,浙江省宁波市海曙区吴家路4号1-3室,范敏,其他未列明商务服务业,0.0,,网络预约出租车；汽车租赁；企业管理咨询服务；礼仪服务；票务代理；会议及展览服务；文艺创作；内资文艺表演；其他文化艺术经纪代理；摄影服务；机械设备租赁；软件开发；计算机软硬件研究及销售；建筑装饰装修工程设计与施工；销售：汽车零配件、装饰品、工艺美术品（不含象牙及其制品）以及其他按法律、法规、国务院决定等规定未禁止或无需经营许可的项目和未列入地方产业发展负面清单的项目。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,330212MA2CKUCB9T,2018-11-21,2018-11-21,2018-11-21,2099-12-31,330203001,海曙区,330203001,315000,海曙区,7299.0,7299.0
330203MACBB9WY57,宁波市海曙区市场监督管理局,有限责任公司（自然人独资）,存续,91330203MACBB9WY57,宁波鹤润商业管理有限公司,浙江省宁波市海曙区长春路35号<5-27>,钟芝君,商业综合体管理服务,1000000.0,人民币,一般项目：商业综合体管理服务；信息咨询服务（不含许可类信息咨询服务）；信息技术咨询服务；市场营销策划；销售代理；企业管理咨询；物业管理；企业形象策划；文化场馆管理服务；专业保洁、清洗、消毒服务；建筑物清洁服务；房地产经纪；广告发布；平面设计；广告制作；住宅水电安装维护服务；专业设计服务；花卉绿植租借与代管理（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。许可项目：住宅室内装饰装修（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）。,330203MACBB9WY57,2023-03-02,2023-03-02,2023-03-02,2099-12-31,330203001,海曙区,330203001,315000,海曙区,7222.0,7222.0
330203MACMNA8K6G,宁波市海曙区市场监督管理局,个体工商户,存续,92330203MACMNA8K6G,宁波市海曙超彩布料商行,浙江省宁波市海曙区古林镇中心路309号,张加平,纺织品及针织品零售,10000.0,人民币,"一般项目:针纺织品及原料销售;服装辅料销售;服装服饰零售（除依法须经批准的项目外,凭营业执照依法自主开展经营活动）。",330203MACMNA8K6G,2023-06-20,2023-06-20,2023-06-20,2099-12-31,330203001,海曙区,330203001,315000,海曙区,5231.0,5231.0
330203MA2K8H965U,宁波市海曙区市场监督管理局,其他有限责任公司,注销,91330203MA2K8H965U,宁波天一绿洲珠宝有限公司,海曙区碶闸街170号、172号（天一广场内）,周波,珠宝首饰零售,3000000.0,人民币,金银饰品、铂金饰品、珠宝玉器、工艺美术品的零售；珠宝首饰的加工。,330203MA2K8H965U,2002-09-12,2002-09-12,2002-09-12,2099-12-31,330203001,海曙区,330203001,315000,海曙区,5245.0,5245.0
330203MA2K8J9B1U,宁波市海曙区市场监督管理局,有限责任公司（自然人投资或控股）,注销,91330203MA2K8J9B1U,宁波万斛文化传播有限公司,海曙区公园路76弄4号（3-3）室,顾歆豪,其他未列明商务服务业,1000000.0,人民币,文化艺术交流活动策划，会展服务，图文制作、设计，广告服务，计算机领域内的技术开发、技术转让、技术咨询、技术服务，计算机系统集成，商务信息咨询，企业管理咨询，自营和代理货物和技术的进出口，但国家限定经营或禁止进出口的货物和技术除外，网络技术开发，计算机及配件、计算机软件、机电设备、光学仪器、电子产品、五金交电、文具用品、工艺品、日用品、化工产品（除危险化学品）的批发、零售，房产中介，物业服务。,330203MA2K8J9B1U,2014-04-14,2014-04-14,2014-04-14,2099-12-31,330203001,海曙区,330203001,315000,海曙区,7299.0,7299.0
330203591558750M,宁波市海曙区市场监督管理局,有限责任公司（自然人投资或控股）,注销,91330203591558750M,宁波海曙英杰教育咨询有限公司,海曙区广安路201号（6-57）室,党丰俊,其他广告服务,100000.0,人民币,教育信息咨询（不含出国留学咨询与中介服务、文化教育培训、职业技能培训），企业管理咨询服务，企业形象策划，会务服务，文化艺术交流活动组织策划，礼仪庆典服务，市场营销策划，展览展示服务，广告服务；文具用品的批发、零售。,330203591558750M,2012-03-08,2012-03-08,2012-03-08,2099-12-31,330203001,海曙区,330203001,315000,海曙区,7259.0,7259.0
330203554536595A,宁波市海曙区市场监督管理局,有限责任公司（自然人投资或控股）,注销,91330203554536595A,宁波市海曙运盛商务广告有限公司,浙江省宁波市海曙区石碶街道雅渡新村沿街房68号,陈勇,其他广告服务,150000.0,人民币,复印、打字（在许可证有效期内经营）。  广告服务；企业形象策划；商务信息咨询；企业管理信息咨询；展览展示、园林设计服务；室内外装饰工程的施工、设计。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,330203554536595A,2010-05-31,2010-05-31,2010-05-31,2099-12-31,330203001,海曙区,330203001,315000,海曙区,7259.0,7259.0
