opt_unnor_markid,mark_dt,is_recov,recov_dt,pripid,uni_social_crd_cd,comp_nm
,,,,,92330203MA2AFA6B7F,宁波海曙福佳空调商行
,,,,,91330203MAD8MN086E,瑞幸咖啡（宁波）有限公司月湖第五分店
,,,,,913302036810553643,宁波市海曙仕耐文具有限公司
,,,,,91330203MA2CLQ4Y06,宁波兰拓文化传媒有限公司
,,,,,92330203MA2KQ33K1E,宁波市海曙区麦读绘玩书店
,,,,,92330203MA7BP8QH2D,宁波海曙区之居小吃店（个体工商户）
,,,,,91330203MA2GUHKQ5J,宁波远盛广告传媒有限公司
,,,,,91330203MA7FJDPK5X,宁波尚誓文化传媒有限公司
,,,,,92330203MA7KCPHP4X,宁波海曙刘艺文化艺术工作室
,,,,,91330203665589681J,宁波海曙银洋家电有限公司
,,,,,91330203MA2J6C4F16,宁波市海曙铭艺工艺品有限公司
,,,,,91330203MA2GRK381R,宁波感光度摄影服务有限公司
,,,,,91330203MA2GQMXJ2H,宁波纤手人生餐饮有限公司
,,,,,92330203MA28YP60X5,宁波市海曙鄞江存咪饮食店
,,,,,92330203MA2H8A6PXU,宁波海曙酒井餐馆
,,,,,92330203MA2AHTTH54,宁波海曙区佰意棋牌室
,,,,,91330203MA2H8RLT4G,宁波晴善眼镜有限公司
,,,,,91330203MA2GU1A13X,悠橙（宁波）商贸有限公司
,,,,,91330203MA2K8JHQ53,宁波海曙私苑坊花艺有限公司
,,,,,91330203MA8FQLQR0H,宁波朗坤电子科技有限公司
,,,,,91330203MA2GWN0X2E,宁波稀木文化传媒有限公司
,,,,,91330203MACLHW4U97,宁波博合文化传媒有限公司
,,,,,92330203MABRM5R4X1,宁波市海曙民川餐饮店
,,,,,91330203MA2811RWXH,宁波顺哲宇翔文化传媒有限公司
,,,,,92330203MA2GTDPP27,宁波市海曙高桥微之娜化妆品店
,,,,,91330203MACM6K2F13,宁波谦闻咖啡有限公司
,,,,,91330203MAD0WYGA17,宁波力荷城市运营服务有限公司
,,,,,91330203MA2CHTBN10,宁波市海曙唯科特工艺品有限公司
,,,,,92330203MA2KPM0M56,宁波市海曙区森缘工艺品店
,,,,,92330203MA2GU7TM2J,宁波海曙日全会务服务部
,,,,,92330203MA2J7DJ96T,宁波海曙盈州摄影工作室
,,,,,91330203316995446H,宁波多年以后文化有限公司
,,,,,92330203MA291FKU82,宁波市海曙古林日升汽车租赁服务部
,,,,,91330203MA281EUE78,宁波市海曙区吉卡网吧
,,,,,92330203MA2EQL686H,宁波市海曙文海书店
,,,,,92330203MAD448JX9D,宁波海曙明乐阁足浴店（个体工商户）
,,,,,91330203MA7DM8YU5U,宁波泉遇艺术文化传播有限公司
,,,,,91330203MABW3JG30G,宁波韵律流动文化传媒有限公司
,,,,,92330203MA2KNW044C,宁波市海曙区燕珍面馆
,,,,,91330203MA2K8D200H,宁波市意卡菲餐饮有限公司三江店
,,,,,92330203MA2KQHH3X9,宁波海曙区陈裕海针纺织品店
,,,,,91330203MA293K5956,宁波浮元子旅游文化发展有限公司
,,,,,91330203MA2K8JNB0J,宁波东方飞扬旅行社有限公司
,,,,,92330203MA2AGAKK53,宁波市海曙恒达图文设计室
,,,,,92330203MA2KP1518N,宁波市海曙耀珍家纺经营部
,,,,,91330203MA281G5GX0,宁波精焦锐点广告传媒有限公司
,,,,,91330203MA7BGG9J33,宁波黄天厚土餐饮有限公司
,,,,,91330203MACKCG2T6H,宁波旸亨财税服务有限公司
,,,,,91330203MA2CKH3F9J,鸣敩（宁波）艺术特长培训有限公司
,,,,,91330203MA2AFGCB1D,宁波水墨志峰文化传播有限公司
,,,,,92330203MA2KQHTP6R,宁波市海曙金靠杯饮品店
,,,,,91330203MA2AFT7M50,宁波圆释文化传播有限公司
,,,,,92330203MA2H8XJP5Y,宁波市海曙众鑫机械设备租赁经营部
,,,,,91330212MA2CKHTB19,宁波鄞州欣东宾馆
,,,,,92330212MA2AHJHJ8J,宁波市鄞州新河良善工艺品店
,,,,,92330212MA2GTPLL7U,宁波鄞州明楼基哥齐齐烤肉店
,,,,,92330212MA2EGE0W09,宁波市鄞州东吴旖旎灵动舞蹈工作室
,,,,,91330201MA282QLY1H,宁波红旅汽车服务有限公司
,,,,,91330212058266389T,浙江易川体育用品连锁有限公司宁波鄞州分公司
,,,,,92330212MA2KQH6U0T,宁波市鄞州首南徐佳饮品店（个体工商户）
,,,,,92330212MA2EG3X76B,宁波市鄞州中河秀宁化妆品店
,,,,,91330212MA28YR5N7L,宁波市鄞州瑞杰票务有限公司
,,,,,91330204MA2828RG3D,宁波江东致富二手车经纪有限公司
,,,,,92330212MA28Y3A3XF,宁波市鄞州首南鼎泰和工艺品商行
,,,,,91330212MA2J5PMN1N,杭州肯德基有限公司宁波阪急甜品站
,,,,,91330201MA2GQ6HYX4,宁波馋鱼季餐饮有限公司
,,,,,91330212MA28Y6W97G,宁波川畔二手车经纪有限公司
,,,,,91330212MA2936CK1Y,宁波江东新城鼎极咖啡厅
,,,,,92330212MA2EG4HG05,宁波市鄞州中河恩泽恩宾馆
,,,,,92330212MAD4MKN3XB,宁波市鄞州钟公庙益森珠宝商行（个体工商户）
,,,,,91330212MAD7NP9WXT,宁波万福祥珠宝有限公司
,,,,,91330201316942985M,宁波市新旅程汽车服务有限公司
,,,,,92330212MA7J9ELY6J,宁波市鄞州姜山林辉劳保用品店
,,,,,91330204084787233U,宁波市江东本初茶艺文化传播有限公司
,,,,,91330212058269061L,通用磨坊贸易（上海）有限公司宁波印象城店
,,,,,92330212MA2J6N5642,宁波市鄞州邱隘两可餐饮店
,,,,,91330201595378095P,宁波天胜摄影有限公司东钱湖分公司
,,,,,92330212MA2CHTL4X5,宁波市鄞州姜山齐兴饭店
,,,,,92330212MA2H5PUN00,宁波市鄞州姜山利歌饭店
,,,,,92330212MA2CLYP40G,宁波市鄞州咸祥申宸坊茶馆
,,,,,91330212MAD64TA19E,浙江舟山啡凡餐饮管理有限公司宁波分公司
,,,,,91330212MA282DJK92,宁波凌动工艺品有限公司
,,,,,91330212MA2AEWR058,宁波市鄞州中河唯美快餐店
,,,,,92330212MA2CKHDJ50,宁波市鄞州咸祥陈席挖掘机租赁服务部
,,,,,91330212MAC2CPNG11,宁波鄞州陈思锦餐饮服务有限公司
,,,,,91330212MA2KP7JM5B,宁波市星宁多餐饮有限责任公司
,,,,,91330212MA2H83A60Q,宁波捷迈商贸有限公司
,,,,,91330212MA7EE97J3E,宁波痴鸡餐饮有限公司
,,,,,92330212MA284X4480,宁波市鄞州五乡亚金餐馆
,,,,,91330212MA292L277R,宁波誉萃广告有限公司
,,,,,92330212MAD2Y4L370,宁波市鄞州邱隘浦达建筑设备租赁服务部（个体工商户）
,,,,,91330212MA281EEC9K,宁波苏塔文化传播有限公司
,,,,,91330212MA8FY2954H,宁波市江东长山小海鲜饭店
,,,,,91330212MA2J5K1H5F,宁波石天电子有限公司
,,,,,91330212MAD1KHMP11,宁波金格丽珠宝首饰有限公司
,,,,,92330212MA2EFACN78,宁波江东宁东莫唯咖啡馆
,,,,,91330200MA28YXPR32,浙江金拱门食品有限公司宁波海港城第二餐厅
,,,,,92330212MA2J5J0B7F,宁波市鄞州明楼抖茶控奶茶店
,,,,,92330212MA2H69BU9Q,宁波市鄞州瞻岐运馨床上用品店
,,,,,91330212MAD2DP650M,浙江熊二珠宝首饰有限公司
,,,,,91330201MAC5MXWW93,宁波治城商业管理有限公司
,,,,,91330203MA8FPPD61G,鄞县古林华美大酒店
,,,,,92330212MA2GQ7006F,宁波市鄞州咸祥小琴餐馆
,,,,,91330212MABNFHM57U,宁波忆味餐饮管理有限公司
,,,,,91330212772303415R,宁波市鄞州宝御格贸易有限公司
,,,,,91330212MAC4A8WH1D,宁波分众户外用品有限公司
,,,,,91330212MA2KPG5P5L,宁波道源汽车服务有限公司
,,,,,92330212MA2EG0WR5F,宁波市鄞州东吴宏旺快餐店
,,,,,91330212MA2CKUF59M,瑞幸咖啡（宁波）有限公司福明第一分店
,,,,,91330212MA8FQCWW52,苏州可瑞森针织有限公司宁波市鄞州分公司
,,,,,91330212MABWQ86C6Y,宁波铂睿商业管理有限公司
,,,,,91330212MA291G657R,宁波市鄞州超易盛防水布有限公司
,,,,,92330212MA2AH25P4K,宁波市鄞州姜山七彩广告设计制作部
,,,,,91330201MA8FXT4185,宁波高新区掌心广告传媒有限公司
,,,,,92330212MA284YBX26,宁波市鄞州邱隘庆环快餐店
,,,,,92330212MA2EFY6N4D,宁波江东新城馋佬饭店
,,,,,91330212MA2936MP6M,宁波市鄞州华亨足浴会所（普通合伙）
,,,,,91330212MABT4JD42A,宁波瑾升贸易有限公司
,,,,,91330212MA2AEWW15A,宁波至臻餐饮服务有限公司
,,,,,92330212MACWKGH17B,宁波市鄞州福明亚米的面快餐店
,,,,,92330201MA283KEQ0N,宁波高新区旭一二芬书店
,,,,,92330212MA2GU8R7XA,宁波市鄞州瞻岐鑫江餐馆
,,,,,91330212MA2J4YD21F,宁波年画传媒有限公司
,,,,,92330212MA2GUGHY9G,宁波市鄞州钟公庙四渔明港餐厅
,,,,,91330212MA2CKJYRXC,宁波启富汽车服务有限公司
,,,,,91330212MA2GXYKL73,宁波市小肥羊餐饮有限公司
,,,,,92330203MA2J6C0DX1,宁波市鄞州钟公庙翼博汽车租赁服务部
,,,,,92330212MAD4WWHL6G,宁波市鄞州姜山永朝饭店（个体工商户）
,,,,,92330201MA2CHPEA35,宁波高新区千帐里图文店
,,,,,92330201MA2EQ01G2K,宁波高新区燕飞书店
,,,,,92330212MA2EGC7P2K,宁波市鄞州东吴老菜厂快餐店
,,,,,91330201MA2GWKAWX7,浙江壹品卓泰商业服务有限公司
,,,,,91330212MAD5TBPA4D,浙江闲车汽车租赁服务有限公司
,,,,,91330212MA2GXWQ59P,樱花卫厨（中国）股份有限公司宁波卫厨体验分公司
,,,,,92330201MA7D2GLXX6,宁波高新区沈氏餐饮店
,,,,,91330212MACBNH5G30,宁波志洲船务有限公司
,,,,,91330201MA8FWN7901,中国国旅（宁波）国际旅行社有限公司东钱湖门市部
,,,,,91330200MA2CKYXT08,上海银行股份有限公司宁波东部新城支行
,,,,,92330212MAD3UGFKXA,宁波市鄞州福明东鹭源餐厅
,,,,,91330201MA2H81520U,宁波健馨缘餐饮管理有限公司高新区分公司
,,,,,91330212MA7D8YDP5J,宁波甬总汇茶楼有限公司
,,,,,91330212MA2AGLWR95,宁波耒末商业管理有限公司
,,,,,92330212MA28Y0M70J,宁波市鄞州咸祥沿海农庄
,,,,,92330212MA2EGENL7K,宁波市鄞州姜山韩尚摄影店
,,,,,92330212MA284CYD5Q,宁波市鄞州中河双河照相馆
,,,,,92330212MAD5FM9B4Y,宁波市鄞州福明悦尚足浴馆（个体工商户）
,,,,,91330212MA2J7N623B,宁波衢甬壹餐饮管理有限公司
,,,,,913302120975859135,宁波榕树林文化传媒有限公司
,,,,,91330212MA8FY1Q25F,宁波江东隐舍文化传播有限公司
,,,,,91330211570534012U,宁波铂尚数字科技有限公司
,,,,,91330212MA2GT29C47,宁波万丰珠宝首饰有限公司
,,,,,91330212MAD62T5R9B,宁波市鄞州区荟诚餐饮有限公司
,,,,,91330201MA2J6JHY9N,宁波君仕壕图文广告有限公司
,,,,,91330212MA2CL4QE7D,宁波意上一餐饮管理有限公司
,,,,,9133021255799695XK,宁波市鄞州文琪商贸有限公司
,,,,,92330201MA2H53QG83,宁波高新区元磊奶茶店
,,,,,92330212MACYDNFGXM,宁波市鄞州福明多金小餐饮店
,,,,,91330212MACMTFY39D,上海星巴克咖啡经营有限公司宁波鄞州华茂悦峰北门店
,,,,,92330201MA2J6LW521,宁波高新区面道赞面馆
,,,,,91330201MA28114K5R,宁波拉琪亚珠宝有限公司
,,,,,92330212MAC00X8D64,宁波市鄞州东钱湖小野包装加工店
,,,,,92330212MA29127Q7T,宁波市鄞州咸祥乐居家纺店
,,,,,92330201MA2CH5DM0F,宁波高新区毛春波饮品店
,,,,,91330200595380793Q,宁波数字传媒有限公司
,,,,,91330212MAC18CHF75,宁波东和美晟贸易有限公司
,,,,,91330212MA2AJFQ18X,宁波鄞州梵境健康管理有限公司
,,,,,91330203732139139B,宁波高新区旭昌汽车租赁有限公司
,,,,,91330204744965809U,杭州肯德基有限公司宁波彩虹分店
,,,,,91330201MA2J7GNL8Y,宁波夔门集装箱租赁有限公司
,,,,,91330212688014151K,宁波市鄞州城市之光广告有限公司
,,,,,92330201MAC20NG13G,宁波高新区方泽租赁服务部
,,,,,92330201MA2KN04N8T,宁波东钱湖旅游度假区汲古茶室
,,,,,91330212MA2H5ETT3R,宁波古宾诗纸业有限公司
,,,,,91330225MA7BC5PF0K,宁波恒娱文化工作室
,,,,,92330225MA2CJR447H,象山和霖文化传媒工作室
,,,,,92330225MA2CLKLW66,象山县石浦晶都文具店
,,,,,92330225MA2GRTWB5J,象山玉竹阁足浴店
,,,,,92330225MA2J4G0972,象山炫光影动文化传媒工作室
,,,,,92330225MACQ3W3K90,象山县墙头双华棋牌室
,,,,,91330225724087578Y,象山花岙仙岛旅游景区开发有限公司
,,,,,92330225MA28YJJT3B,象山隆滔文化传媒工作室
,,,,,92330225MA2CLQMM7U,象山蓝奇咖啡店
,,,,,91330225732112577R,象山滨海假日农庄
,,,,,91330225MA292QX94K,浙江优原创影业有限公司
,,,,,92330225MA7CN4QD9Q,象山博程广告设计工作室
,,,,,92330225MABQQ1HF6B,象山然然奶茶店
,,,,,92330225MACUDGHU4N,象山石浦阿超工艺品店
,,,,,92330225MA2CK52T4T,象山竟色视觉文化传媒工作室
,,,,,92330225MA2CKQYY6D,象山栩筱影视文化工作室
,,,,,91330225MA2J5EHE61,宁波依汝影视文化有限公司
,,,,,92330225MA2H7MRQ9E,象山大艾窗帘店
,,,,,92330225MA2J55LG3N,象山莲映影视文化工作室
,,,,,92330225MA2CJW90XK,象山响茂园饭店
,,,,,92330225MABT5PEWX0,象山石浦晓美足浴店
,,,,,92330225MA2J7UHY4M,象山凤舞九剑太极馆
,,,,,92330225MA2CHLEP5U,象山新桥和逸客栈
,,,,,92330201MA2CHU8W95,宁波象保合作区乐乙影视工作室
,,,,,92330225MA2GTKC129,象山石浦牧汐民宿
,,,,,91330201MA2CHQDN6F,宁波道德贸易有限公司
,,,,,91330225MA2H75876J,象山唐吉可得文化传媒有限公司
,,,,,92330225MA2J4K338M,象山清泉映画文化传媒工作室
,,,,,92330225MA2H6HCT92,象山善道文化传媒工作室
,,,,,92330225MA2J4LMX7T,象山菡斯文化传媒工作室
,,,,,92330225MA7MFAF39P,象山海盗船影视文化工作室
,,,,,92330225MA2AJHYC45,象山青姨餐厅
,,,,,92330225MA2J4G2Y4R,象山耀眼影视文化工作室
,,,,,91330225MA2GT3JG3D,象山天玺璧合影视文化有限公司
,,,,,91330225MABUF2E00L,宁波小影文化传媒有限公司
,,,,,92330225MA2KN1MR8E,象山平业文化传媒工作室
,,,,,91330225MACP0DB15B,宁波视文眼镜有限公司
,,,,,92330225MA7CBJD3XX,象山立帆影视文化工作室
,,,,,92330225MA2GTKKD1A,象山足逸足浴店
,,,,,91330225MACTCM3L1K,宁波迦乐文化传媒有限公司
,,,,,91330225MA2KQDLXX7,丽氏影视传媒（象山）有限公司
,,,,,92330225MAD6PRMW89,象山栽云种月文化传媒工作室（个体工商户）
,,,,,92330225MA7AT35T4D,象山云霞足浴店（个体工商户）
,,,,,92330225MA2GRQ062N,象山深泉文化传媒工作室
,,,,,91330225MA2H74363L,宁波星嘉影业有限公司
,,,,,91330225MA2H6HGQXP,宁波恒馨檀香文化有限公司
,,,,,92330225MA7CC38M55,象山县丹西颖颖餐饮店
,,,,,92330225MA2J7C8H98,象山子十影视文化工作室
,,,,,92330225MACTNDCY0E,象山定塘香满园棋牌室
,,,,,92330201MA2AJ70R34,宁波象保合作区孙军影视制作工作室
,,,,,91330225MAD657563X,宁波橡缘花文化传播有限公司
,,,,,92330225MA2GUCBM1A,象山浦浦挖机租赁服务部
,,,,,92330225MA2GUC7G71,象山正鑫影视文化工作室
,,,,,92330225MA2GTGEG7X,象山吴金苗工程机械设备租赁服务部
,,,,,92330225MACYQELR44,象山森盛文化传媒工作室
,,,,,92330225MA2GTHQH4M,象山昌华影视文化工作室
,,,,,92330225MA2CLA0Q6F,象山县定塘阿志挖机租赁服务部
,,,,,92330225MA2AHQWD3J,象山守望者文化传媒工作室
,,,,,91330225MABUGQF91D,象山县博锐特艺术培训有限公司
,,,,,92330225MA7C9H4T9X,象山度渡文化传媒工作室
,,,,,91330225665581612G,象山石浦海岛休闲渔业有限公司
,,,,,92330225MA2J4X3Y7N,象山歌谣文化传媒工作室
,,,,,91330225MAD5XYKH49,象山誉驰汽车租赁有限公司
,,,,,92330225MA2GU2872M,象山杨山红工程机械设备租赁服务部
,,,,,91330225MABW28AR3A,宁波马奔天下文化发展有限公司
,,,,,92330225MA2ELC4X6Y,象山丹城港城香烟店
,,,,,92330225MA2J5N7G3P,象山有墨文化传媒工作室
,,,,,92330225MA2CL9Y585,象山新桥立峰挖机租赁服务部
,,,,,91330225MA2H5JQL2W,象山县新树人传媒有限公司
,,,,,92330225MA7D4Y129X,象山爵溪天武火锅店
,,,,,92330225MA2GWMBF20,象山九一轻食餐饮店
,,,,,91330225MA7HP7JA3E,象山笑芳钢管租赁部
,,,,,92330225MA2GT7W65U,象山风影翼文化传媒工作室
,,,,,92330225MABXBK6E40,象山珊潇灵文化传媒工作室
,,,,,91330225MA2GUANQ5W,象山走点湾路民宿有限公司
,,,,,92330225MA2J6UDY34,象山古月民宿
,,,,,92330225MAD7F6AJ4F,象山象来向往民宿（个体工商户）
,,,,,91330225MA7B1PGQ8T,宁波可璐广告工作室
,,,,,91330225MA2GQ1G79D,象山俊杰健康产业发展有限公司
,,,,,92330225MA284NBW4C,象山福林影视文化工作室
,,,,,92330225MA2EL68X57,象山定塘山沟沟农家客栈
,,,,,92330225MA2H78XE01,象山茹斐影视文化工作室
,,,,,92330225MA2AFGC448,象山一伟广告工作室
,,,,,91330225MA2CM1E62R,象山仁安针织辅料有限公司
,,,,,92330225MA2KPM9881,象山启智企业管理咨询服务部
,,,,,91330225MA2AE2D558,象山优步易行二手车经纪有限公司
,,,,,92330225MA2EL8560D,象山鑫欣饭店
,,,,,92330225MA2H5GFC0R,象山源明振跃文化传媒工作室
,,,,,91330225MA291XK28C,象山圆满家族影视文化有限公司
,,,,,91330201MA2KNDEC77,宁波雪云影业有限公司
,,,,,92330225MA7H9M493K,象山静华布店
,,,,,92330225MACXX53W3N,象山爱峰广告工作室
,,,,,92330225MABUUD1T7L,象山石浦星耀台球俱乐部
,,,,,91330225MA7BDPX84L,浙江尚威影业发展有限公司
,,,,,91330225691399718J,象山龙宫旅游文化发展有限公司
,,,,,92330225MA2J6UH86D,象山逸康足浴店
,,,,,91330225MA2H4XNC21,宁波逢源农业旅游开发有限公司
,,,,,92330281MA2EP59Y9D,余姚市丈亭镇月娣服装店
,,,,,913302815839844262,余姚市寰球娱乐有限公司
,,,,,91330281MA2J7U411T,宁波久格机械设备租赁有限公司
,,,,,91330281MA2H589U8C,余姚市星起点体育文化发展有限公司
,,,,,92330281MA2KP8AA2B,余姚蔓式瑜伽馆
,,,,,92330281MA2EP8167N,余姚市汤德忠棋牌室
,,,,,92330281MA2AE09G4B,余姚市棉的良品家居布艺有限公司
,,,,,92330281MA2AHRK2XY,余姚市湘竹居湘菜馆
,,,,,91330281071454712A,余姚市军灿工艺品厂（普通合伙）
,,,,,92330281MA2GU9AU2B,余姚市裕兴帐篷厂
,,,,,91330281MA8FWQAP9N,余姚市民航售票处江南营业部
,,,,,92330281MA2GQF8L0N,余姚楠楠饭店
,,,,,91330281084771311N,余姚市星杰网吧
,,,,,913302815705403326,余姚市海峡国际旅行社有限公司
,,,,,91330281MA2CHWMX1D,宁波天鹰建筑工程有限公司
,,,,,9133028158746505X9,宁波弘驰运动用品有限公司
,,,,,91330281MA2H7CAT8D,宁波稻米装饰设计有限公司
,,,,,92330281MA2GR9LC9T,余姚市林枫票务代理服务部
,,,,,92330281MA2EP58Y22,余姚市城区骆氏兄弟彩扩部
,,,,,92330281MA2ENAF87Y,余姚市爱多棋牌室
,,,,,92330281MAD5L7EQ0U,余姚黑白间棋牌室（个体工商户）
,,,,,91330281MA8FXH5G4Q,余姚市公路运输有限公司站场经营分公司
,,,,,91330281MACNMC9F21,宁波潮信文化传媒有限公司
,,,,,91330281750375215G,余姚市城区爱欣文化用品经营部
,,,,,91330281MA2CH37A9E,余姚大世界国际旅行社有限公司方桥门市部
,,,,,91330281MA2CH9EU3G,余姚市羲之艺术培训有限公司
,,,,,92330281MA2CMRFM06,余姚市亿科工艺品厂
,,,,,91330281MA2CKJ934Y,余姚精进文化传播有限公司
,,,,,92330281MA2H7FCW3X,余姚市建迪饭店
,,,,,92330281MA7CXGA329,余姚市旭诚企业管理咨询服务部
,,,,,92330281MA2GUD2R8B,余姚市姚东乐器配件厂
,,,,,91330281MA281U8D2Q,宁波市镱创广告传媒有限公司
,,,,,91330281MA2H43AQ2G,浙江臣歌文化旅游有限公司
,,,,,92330281MA29086H8J,余姚市甬上老屋川味餐厅
,,,,,91330281MA281JN60R,余姚市济仁书苑（普通合伙）
,,,,,92330281MA2H542R8J,余姚市白素真护肤品店
,,,,,91330281MAC4DUB56E,宁波炬薪文化传媒有限公司
,,,,,92330281MA2CM1EK7N,余姚市尖庭平面设计工作室
,,,,,92330281MA2J4QPBXP,余姚市华馨棋牌室
,,,,,92330281MA2EP48K5Q,余姚市低塘金萍酒家
,,,,,91330281MA2KQ2GN6M,向南向北软装设计（宁波）有限公司
,,,,,91330782MA28D2GA86,余姚市锐然工艺品厂
,,,,,92330281MACXW7B88Q,余姚市林哥牛味馆
,,,,,9133028179602172XA,杭州肯德基有限公司余姚泗门分店
,,,,,92330281MA2KQKAL0N,余姚市半日闲工艺品设计工作室
,,,,,91330281MA2J4M7P9Q,浙江鑫得保智能机械有限公司
,,,,,913302810538108088,余姚市联恒广告传媒有限公司
,,,,,92330281MA2J7DBU7P,余姚市逸书工艺品店
,,,,,91330281MA2AERCM6F,余姚市诺杭档案服务有限公司
,,,,,92330281MA2CLP8B5D,余姚市银帘布艺店
,,,,,91330281079227979C,余姚市杰茂纸业有限公司
,,,,,92330281MA2CHBGC4T,余姚市乾鸿珠宝行
,,,,,9133028155795694XH,余姚市杰仕广告装饰工程有限公司
,,,,,91330281583962016C,余姚市博金广告有限公司
,,,,,92330281MA2EP4QG7N,余姚市余姚镇小荷书店
,,,,,91330281MA8FXK8F34,浙江天天商旅国际旅行社有限公司余姚金茂商都门市部
,,,,,92330281MAD2JFYF6J,余姚市芳凯餐馆（个体工商户）
,,,,,92330281MA2J45L661,余姚市金源棋牌室
,,,,,9133028105829278XP,宁波杰森工艺品有限公司
,,,,,92330281MA2EPK469D,余姚市宣国芬快餐店
,,,,,92330281MA2ENL6T14,余姚市城区林氏家电商行
,,,,,91330281MABYQ54U4A,余姚市沁尚餐饮服务有限公司
,,,,,92330281MA2KP1MJ3J,余姚市陈小囡麻辣烫店
,,,,,92330281MA2GWDN52D,余姚市爱军家常菜馆
,,,,,91330281MA2H5TAY4T,余姚市钰琦美术培训有限公司
,,,,,92330281MA2ENPBE1R,余姚市凯迪文印社
,,,,,92330281MA2GUU297W,余姚市豫川饭店
,,,,,92330281MA2AFL244F,余姚市阿台家常菜馆
,,,,,92330281MA2CHC5W0P,余姚市俊浩棋牌室
,,,,,92330281MA283JM30D,余姚市红阳武术馆
,,,,,92330281MA2EPR0J9E,余姚市文君饭店
,,,,,91330281MA293A8J9T,余姚市高桥网吧
,,,,,91330200MA2CHJ575M,宁波吉风日用品有限公司
,,,,,91330281MA282QERXW,余姚乡伴旅游发展有限公司
,,,,,913302817843075283,余姚市建标大酒店有限公司
,,,,,92330281MA2EPYJG47,余姚市非鱼网络设计有限公司
,,,,,91330281MA2AHU8D1N,宁波梓鑫汽车服务有限公司
,,,,,91330281784301089L,余姚市奇天乐器厂（普通合伙）
,,,,,91330281MA2925LJ2D,宁波新亿广告装饰有限公司
,,,,,91330281MA2900JMX5,余姚市仕芬网吧
,,,,,92330281MA291UFF48,余姚市城区繁荣照相店
,,,,,92330281MA2H85E02Q,余姚市善艺广告工作室
,,,,,91330281MA2J3HRD90,余姚市迪丽餐饮服务有限公司
,,,,,91330281MA2KN4HJ9F,余姚启维艺术培训有限公司
,,,,,92330281MA2GQ40R9T,余姚市靓妍化妆品店
,,,,,92330281MA2EPH41XP,余姚市国年广告材料经营部
,,,,,91330281MA2H820U0C,宁波市嘉千文化传媒有限公司
,,,,,92330281MA2EP0X93J,余姚市泗门靓丽今生化妆品店
,,,,,92330281MA2EPRAP1K,余姚市薇静建筑扣件经营部
,,,,,9133028167767922XL,余姚市欢乐谷电子游戏室
,,,,,91330281MA282507XH,宁波吟秋广告有限公司
,,,,,91330281MA8G05X42R,余姚市新江南温泉洗浴中心（普通合伙）
,,,,,92330281MA2AFJ4W0Q,余姚市慈云茶馆
,,,,,91330281MA7GTKX901,余姚市兴凯工业设计有限公司
,,,,,91330281MA281N6T1K,余姚市易佰汽车租赁有限公司
,,,,,92330281MA2J6BCE17,余姚市惠芳钟表店
,,,,,92330281MA2843D008,余姚市顺霞大食堂
,,,,,92330226MA2KQJDB52,宁海县岔路镇葛家面馆
,,,,,92330226MA2EMEF31P,宁海县阿忠文具店
,,,,,92330226MA2J49X71X,宁海肖岭机械设备租赁服务部
,,,,,92330226MA2CM1YJ6Q,宁海县青艺越剧团
,,,,,91330226MA7DQG576P,宁海县集益文化用品有限公司
,,,,,92330226MACE2BD80K,宁海明杰商务代理代办服务部
,,,,,92330226MA2CLJHN40,宁海县郑敏娜化妆品店
,,,,,92330226MA2AHJKL3R,宁海纪伟机械设备租赁部
,,,,,91330226MA2GT76E5Q,宁海京盾文化传播有限公司
,,,,,91330226796045668F,宁海森林温泉度假村有限公司
,,,,,92330226MA2J5L7U20,宁海陆潮餐厅
,,,,,92330226MA2CLG43XH,宁海县群霞护肤品店
,,,,,92330226MACMYF4J65,宁海京明专业设计服务部
,,,,,92330226MA2J7E1Q32,宁海优客模具设计工作室
,,,,,91330226MA7NGG4H6M,宁波木禾旅游发展有限公司
,,,,,913302267723220696,宁波市华正信息技术有限公司
,,,,,91330226MA2H75JC72,宁波登临文具有限公司
,,,,,92330226MAD6GB1R0Y,宁波赞一赞商贸有限公司
,,,,,92330226MA291GQ462,宁海县长街俞选唐民宿
,,,,,92330226MA2EMPGU90,宁海县梅林乐根坊根雕艺术设计工作室
,,,,,91330226MA2GWE3G85,宁波昊翔航空票务有限公司
,,,,,91330226144965792H,宁海县爱德文具有限公司
,,,,,92330226MA28YB564U,宁海县胡庆华餐馆
,,,,,91330226MA2GWRTAX2,宁波永申航空票务有限公司
,,,,,92330226MACXUDA607,宁海信禾文化传媒工作室
,,,,,913302266655519077,宁海县力洋镇心怡网吧
,,,,,92330226MA2CKWM16P,宁海廊桥饭店
,,,,,92330226MABP221B2Q,宁海县戴秀常文化传媒工作室
,,,,,92330226MA290AXL82,宁海荭萱化妆品商行
,,,,,92330226MA2GU8HP36,宁海林涛工艺品厂
,,,,,92330226MA2H7A2L6D,宁海县胡静货物托运代理点
,,,,,92330226MA2EMMFH8E,宁海县跃龙街道宝通电子游戏厅
,,,,,91330226MA293ER72J,宁波金稳文化传媒有限公司
,,,,,91330226698243011A,宁海联亿国际展览有限公司
,,,,,91330226MA2J3BH372,宁波凯力悦户外用品有限公司
,,,,,91330226MA2GTRM318,宁海康安文化传媒有限公司
,,,,,92330226MA28Y32UX4,宁海县嘉亮餐馆
,,,,,92330226MACMHYGF97,宁海山有文化传媒工作室
